NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
877,E1320500008201,御岳山ふれあいセンター（グラウンド）,東京都青梅市御岳山38-2,,,,1,,1,,,1,35.78678353,139.150838,
878,E1320500008202,御岳山ふれあいセンター（体育館）,東京都青梅市御岳山38-2,1,1,,,,,1,,1,35.78687492,139.1507737,
879,E1320500009201,御岳本町児童遊園（グラウンド）,東京都青梅市御岳本町167-1,,,,1,,1,,,,35.80061508,139.1780786,
880,E1320500010201,御岳本町運動広場（グラウンド）,東京都青梅市御岳本町224-3,,,,1,,1,,,,35.801804,139.178911,
881,E1320500011201,黒沢中央運動広場（グラウンド）,東京都青梅市黒沢2-991-1,,,,1,,1,,,,35.81238535,139.258862,
882,E1320500012201,今井市民センター（駐車場）,東京都青梅市今井2-908-1,,,,1,,1,,,,35.806363,139.311017,
883,E1320500012202,今井市民センター（庁舎・体育館）,東京都青梅市今井2-908-1,1,1,,,,,1,,,35.80649781,139.3109806,
884,E1320500013201,市立今井小学校（グラウンド）,東京都青梅市今井2-947-1,,,,1,,1,,,1,35.80713639,139.3067013,
885,E1320500014201,自立センター（駐車場）,東京都青梅市今井5-2434-2,,,,1,,1,,,,35.793657,139.32859,
886,E1320500014202,自立センター（就労支援事業所２階集会室）,東京都青梅市今井5-2434-2,1,1,,1,,1,1,,,35.793358,139.328629,
887,E1320500015201,東原公園球技場（グラウンド）,東京都青梅市今寺5-11,,,,1,,1,,,,35.793433,139.301424,
888,E1320500016201,東青梅市民センター（駐車場）,東京都青梅市師岡町3-9-6,,,,1,,1,,,1,35.790585,139.282625,
889,E1320500016202,東青梅市民センター（庁舎・体育館）,東京都青梅市師岡町3-9-6,1,1,,,,,1,,1,35.79078641,139.2824145,
890,E1320500017201,市立霞台中学校（グラウンド）,東京都青梅市師岡町4-6-1,,,,1,,1,,,1,35.787226,139.283262,
891,E1320500017202,市立霞台中学校（校舎・体育館）,東京都青梅市師岡町4-6-1,1,1,,,,,1,,1,35.786728,139.2831356,
892,E1320500018202,都立青梅総合高校（体育館）,東京都青梅市勝沼1-60,1,1,,,,,1,,1,35.788407,139.269884,
893,E1320500018201,都立青梅総合高校（グラウンド）,東京都青梅市勝沼1-60,,,,1,,1,,,1,35.788215,139.270753,
894,E1320500019201,小曾木２丁目運動広場（グラウンド）,東京都青梅市小曾木2-633,,,,1,,1,,,,35.81894291,139.2896337,
895,E1320500020202,小曾木市民センター（庁舎）,東京都青梅市小曾木3-1656-1,1,1,,,,,1,,,35.81805159,139.2751132,
896,E1320500020201,小曾木市民センター（駐車場）,東京都青梅市小曾木3-1656-1,,,,1,,1,,,,35.81787,139.27509,
897,E1320500021201,市立第七小学校（グラウンド）,東京都青梅市小曾木3-1880-1,,,,1,,1,,,1,35.81934,139.275181,
898,E1320500021202,市立第七小学校（校舎・体育館）,東京都青梅市小曾木3-1880-1,1,1,,,,,1,,1,35.81984725,139.2751946,
899,E1320500022202,市立第六中学校（校舎・体育館）,東京都青梅市小曾木4-2040,1,1,,,,,1,,1,35.82165211,139.2762616,
900,E1320500022201,市立第六中学校（グラウンド）,東京都青梅市小曾木4-2040,,,,1,,1,,,1,35.821319,139.276367,
901,E1320500023202,青梅市文化交流センター（会館）,東京都青梅市上町374,1,1,,,,,1,,,35.790181,139.254896,
902,E1320500023201,青梅市文化交流センター（広場）,東京都青梅市上町374,,,,1,,1,,,,35.789993,139.254858,
903,E1320500024201,市立若草小学校（グラウンド）,東京都青梅市新町1-15-1,,,,1,,1,,,1,35.786387,139.294487,
904,E1320500024202,市立若草小学校（校舎・体育館）,東京都青梅市新町1-15-1,1,1,,,,,1,,1,35.786677,139.293873,
905,E1320500025201,市立霞台小学校（グラウンド）,東京都青梅市新町1-35-1,,,,1,,1,,,1,35.789567,139.294232,
906,E1320500025202,市立霞台小学校（校舎・体育館）,東京都青梅市新町1-35-1,1,1,,,,,1,,1,35.7899744,139.2942525,
907,E1320500026202,市立泉中学校（校舎・体育館）,東京都青梅市新町1-37,1,1,,,,,1,,1,35.79002063,139.2959698,
908,E1320500026201,市立泉中学校（グラウンド）,東京都青梅市新町1-37,,,,1,,1,,,1,35.789722,139.295974,
909,E1320500027201,都立誠明学園グラウンド（グラウンド）,東京都青梅市新町3-72-1,,,,1,,1,,,,35.78140916,139.3056221,
910,E1320500028202,新町市民センター（庁舎・体育館）,東京都青梅市新町4-17-1,1,1,,,,,1,,,35.78595647,139.3051809,
911,E1320500028201,新町市民センター（駐車場）,東京都青梅市新町4-17-1,,,,1,,1,,,,35.785849,139.304874,
912,E1320500029202,市立新町中学校（校舎・体育館）,東京都青梅市新町5-20,1,1,,,,,1,,1,35.788803,139.30603,
913,E1320500029201,市立新町中学校（グラウンド）,東京都青梅市新町5-20,,,,1,,1,,,1,35.788482,139.305974,
914,E1320500030202,市立新町小学校（校舎・体育館）,東京都青梅市新町5-21-1,1,1,,,,,1,,1,35.78878752,139.3075962,
915,E1320500030201,市立新町小学校（グラウンド）,東京都青梅市新町5-21-1,,,,1,,1,,,1,35.788424,139.307542,
916,E1320500031201,都農林総合研究センター青梅庁舎（グラウンド）,東京都青梅市新町6-7-1,,,,1,,1,,,,35.78912835,139.3119996,
917,E1320500032201,新田山公園（グラウンド）,東京都青梅市新町7-33,,,,1,,1,,,,35.7867839,139.3135004,
918,E1320500033201,市立吹上中学校（グラウンド）,東京都青梅市吹上1,,,,1,,1,,,1,35.800298,139.283171,
919,E1320500033202,市立吹上中学校（校舎・体育館）,東京都青梅市吹上1,1,1,,,,,1,,1,35.80090307,139.282973,
920,E1320500034202,市立吹上小学校（校舎・体育館）,東京都青梅市吹上176-1,1,1,,,,,1,,1,35.79719379,139.2827859,
921,E1320500034201,市立吹上小学校（グラウンド）,東京都青梅市吹上176-1,,,,1,,1,,,1,35.796635,139.28257,
922,E1320500035202,市立成木小学校（校舎・体育館）,東京都青梅市成木3-423-1,1,1,,,,,1,,1,35.828763,139.260055,
923,E1320500035201,市立成木小学校（グラウンド）,東京都青梅市成木3-423-1,,,,1,,1,,,1,35.828635,139.260466,
924,E1320500036201,市立第七中学校（グラウンド）,東京都青梅市成木4-544-2,,,,1,,1,,,1,35.826138,139.258321,
925,E1320500036202,市立第七中学校（校舎・体育館）,東京都青梅市成木4-544-2,1,1,,,,,1,,1,35.82576741,139.2579811,
926,E1320500037201,成木市民センター（駐車場）,東京都青梅市成木4-644,,,,1,,1,,,,35.82384529,139.2486484,
927,E1320500038201,旧上成木ふれあいセンター（グラウンド）,東京都青梅市成木7-902,,,,1,,1,,,,35.83601231,139.2093035,
928,E1320500039201,旧北小曾木ふれあいセンター（グラウンド）,東京都青梅市成木8-676,,,,1,,1,,,,35.821924,139.228881,
929,E1320500040201,市立第二中学校（グラウンド）,東京都青梅市千ヶ瀬町2-155,,,,1,,1,,,1,35.785304,139.27476,
930,E1320500040202,市立第二中学校（校舎・体育館）,東京都青梅市千ヶ瀬町2-155,1,1,,,,,1,,1,35.78563351,139.2748929,
931,E1320500042201,大門市民センター（駐車場）,東京都青梅市大門2-288,,,,1,,1,,,,35.796439,139.290867,
932,E1320500042202,大門市民センター（庁舎・体育館）,東京都青梅市大門2-288,1,1,,,,,1,,,35.796765,139.291206,
933,E1320500043201,市立第三中学校（グラウンド）,東京都青梅市大門2-301,,,,1,,1,,,1,35.797,139.292347,
934,E1320500043202,市立第三中学校（校舎・体育館）,東京都青梅市大門2-301,1,1,,,,,1,,1,35.79734786,139.2924172,
935,E1320500044201,市立第三小学校（グラウンド）,東京都青梅市大門2-317,,,,1,,1,,,1,35.798088,139.294144,
936,E1320500044202,市立第三小学校（校舎・体育館）,東京都青梅市大門2-317,1,1,,,,,1,,1,35.79841385,139.2937476,
937,E1320500045201,沢井市民センター運動広場（グラウンド）,東京都青梅市沢井2-682,,,,1,,1,,,1,35.804575,139.195423,
938,E1320500046201,沢井市民センター（多目的室）,東京都青梅市沢井2-727-1,1,1,,,,,1,,,35.804114,139.195755,
939,E1320500047201,市立第二小学校（グラウンド）,東京都青梅市長淵4-437,,,,1,,1,,,1,35.780352,139.270962,
940,E1320500047202,市立第二小学校（校舎・体育館）,東京都青梅市長淵4-437,1,1,,,,,1,,1,35.78092404,139.2706198,
941,E1320500048202,長淵市民センター（庁舎・体育館）,東京都青梅市長淵6-492-1,1,1,,,,,1,,,35.78028331,139.2686934,
942,E1320500048201,長淵市民センター（駐車場）,東京都青梅市長淵6-492-1,,,,1,,1,,,,35.78046,139.268717,
943,E1320500049201,天ヶ瀬体育館（体育館）,東京都青梅市天ヶ瀬町1111,1,1,,1,,1,1,,,35.78919,139.250658,
944,E1320500050201,天ヶ瀬運動広場（グラウンド）,東京都青梅市天ヶ瀬町1111-1,,,,1,,1,,,,35.788529,139.250722,
945,E1320500051201,青梅市役所（駐車場）,東京都青梅市東青梅1-11-1,,,,1,,1,,,,35.788373,139.275179,
946,E1320500051202,青梅市役所（庁舎）,東京都青梅市東青梅1-11-1,1,1,,,,,1,,,35.7879023,139.2758036,
947,E1320500052202,市立第四小学校（校舎・体育館）,東京都青梅市東青梅6-1-1,1,1,,,,,1,,1,35.79408463,139.27181,
948,E1320500052201,市立第四小学校（グラウンド）,東京都青梅市東青梅6-1-1,,,,1,,1,,,1,35.793681,139.271231,
949,E1320500053201,市立藤橋小学校（グラウンド）,東京都青梅市藤橋3-13-1,,,,1,,1,,,1,35.797549,139.306535,
950,E1320500053202,市立藤橋小学校（校舎・体育館）,東京都青梅市藤橋3-13-1,1,1,,,,,1,,1,35.79774,139.30619,
951,E1320500054201,市立第六小学校（グラウンド）,東京都青梅市二俣尾3-903-1,,,,1,,1,,,1,35.802048,139.21628,
952,E1320500054202,市立第六小学校（校舎・体育館）,東京都青梅市二俣尾3-903-1,1,1,,,,,1,,1,35.801599,139.216727,
953,E1320500055201,二俣尾５丁目第２運動広場（グラウンド）,東京都青梅市二俣尾5-164,,,,1,,1,,,,35.81340126,139.2078429,
954,E1320500056201,日向和田２丁目児童遊園（グラウンド）,東京都青梅市日向和田2-374-7,,,,1,,1,,,,35.78511,139.2356,
955,E1320500057201,梅郷市民センター（駐車場）,東京都青梅市梅郷3-749-1,,,,1,,1,,,,35.786731,139.224766,
956,E1320500057202,梅郷市民センター（庁舎・体育館）,東京都青梅市梅郷3-749-1,1,1,,,,,1,,,35.786784,139.22445,
957,E1320500058202,市立第五小学校（校舎・体育館）,東京都青梅市梅郷3-765-1,1,1,,,,,1,,1,35.78735,139.224421,
958,E1320500058201,市立第五小学校（グラウンド）,東京都青梅市梅郷3-765-1,,,,1,,1,,,1,35.78785,139.225158,
959,E1320500059201,市立西中学校（グラウンド）,東京都青梅市梅郷6-1460-1,,,,1,,1,,,1,35.794982,139.220633,
960,E1320500059202,市立西中学校（校舎・体育館）,東京都青梅市梅郷6-1460-1,1,1,,,,,1,,1,35.794655,139.22031,
961,E1320500060201,畑中保育園（グラウンド）,東京都青梅市畑中2-593,,,,1,,1,,,,35.78298239,139.2410972,
962,E1320500061201,富岡３丁目運動広場（グラウンド）,東京都青梅市富岡3-1168,,,,1,,1,,,,35.82799932,139.2930754,
963,E1320500062201,永山公園グラウンド（グラウンド）,東京都青梅市本町217,,,,1,,1,,,,35.79205963,139.2603694,
964,E1320500063201,市立第一小学校（グラウンド）,東京都青梅市本町223,,,,1,,1,,,1,35.79118972,139.2586143,
965,E1320500064202,市立友田小学校（校舎・体育館）,東京都青梅市友田町5-332,1,1,,,,,1,,1,35.774186,139.284748,
966,E1320500064201,市立友田小学校（グラウンド）,東京都青梅市友田町5-332,,,,1,,1,,,1,35.774476,139.285432,
967,E1320500065201,柚木町運動広場（グラウンド）,東京都青梅市柚木町2-312,,,,1,,1,,,,35.799772,139.212031,
968,E1320500066201,青梅柚木苑地駐車場（駐車場）,東京都青梅市柚木町3-643,,,,1,,1,,,,35.80299616,139.2078118,
969,E1320500067202,市立第一中学校（校舎・体育館）,東京都青梅市裏宿町615,1,1,,,,,1,,1,35.78936831,139.2457671,
970,E1320500067201,市立第一中学校（グラウンド）,東京都青梅市裏宿町615,,,,1,,1,,,1,35.789312,139.244617,
971,E1320500068201,和田町運動広場（グラウンド）,東京都青梅市和田町2-422-1,,,,1,,1,,,,35.77982073,139.2293859,
972,E1310100005201,神田一橋中学校,東京都千代田区一ツ橋2-6-14,1,1,,1,,,1,,1,35.694133,139.7567743,
973,E1310100008201,昌平童夢館,東京都千代田区外神田3-4-7,,1,1,1,,,1,,1,35.701205462312,139.76986342883,
974,E1310100013201,岩本町ほほえみプラザ,東京都千代田区岩本町2-15-3,,,,1,,,1,,1,35.694390789345,139.77794353405,
975,E1310100017201,上智大学,東京都千代田区紀尾井町7-1,1,,1,,,,,,,35.6849638,139.7316333,
976,E1310100018201,日本大学会館,東京都千代田区九段南4-8-24,1,,1,,,,,,,35.690996738355,139.73752890575,
977,E1310100019201,日本大学通信教育学部,東京都千代田区九段南4-8-28,1,,1,,,,,,,35.691366528217,139.7379586904,
978,E1310100028201,麹町小学校,東京都千代田区麹町2-8,1,1,1,1,,,1,,1,35.685356,139.739761,
979,E1310100001201,九段小学校,東京都千代田区三番町16,1,1,1,1,,,1,,1,35.690513286249,139.74075859755,
980,E1310100026201,二松学舎大学,東京都千代田区三番町6-16,1,,1,,,,,,,35.6922112,139.7457497,
981,E1310100031201,お茶の水小学校,東京都千代田区神田猿楽町1-1-1,1,1,1,1,,,1,,1,35.697388,139.760391,
982,E1310100023201,日本大学経済学部,東京都千代田区神田三崎町1-3-2,1,,,,,,,,,35.70021305704,139.75619189326,
983,E1310100024201,日本大学法学部①,東京都千代田区神田三崎町2-1-3,1,,,,,,,,,35.6998585,139.7554401,
984,E1310100007201,神田さくら館,東京都千代田区神田司町2-16,1,,1,1,,,1,,1,35.693410600057,139.7685040076,
985,E1310100014201,明治大学,東京都千代田区神田駿河台1-1,1,,1,,,,,,,35.697468295054,139.76149481191,
986,E1310100020201,日本大学歯学部,東京都千代田区神田駿河台1-8-13,1,,1,,,,,,,35.698067921104,139.76388271964,
987,E1310100021201,日本大学理工学部①,東京都千代田区神田駿河台1-8-14,1,,1,,,,,,,35.6975867,139.7636008,
988,E1310100022201,日本大学理工学部②,東京都千代田区神田駿河台3-11-2,1,,1,,,,,,,35.69744405756,139.76493596038,
989,E1310100016201,専修大学,東京都千代田区神田神保町3-8,1,,,,,,,,,35.696882174672,139.75396164682,
990,E1310100010201,ちよだパークサイドプラザ,東京都千代田区神田和泉町1,,,,1,,,1,,1,35.699227705949,139.77862941308,
991,E1310100025201,日本大学法学部②,東京都千代田区西神田2-7-10,1,,,,,,,,,35.699456534581,139.75530458101,
992,E1310100011201,旧今川中学校,東京都千代田区鍛冶町2-4-2,,,1,1,,,1,,1,35.691710463233,139.77313815277,
993,E1310100012201,都立一橋高校,東京都千代田区東神田1-12-13,,,1,1,,,1,,1,35.6945488,139.7810002,
994,E1310100006201,区立スポーツセンター,東京都千代田区内神田2-1-8,1,,1,1,,,1,,1,35.6891351,139.7675844,
995,E1310100004201,富士見みらい館,東京都千代田区富士見1-10-3,1,1,1,1,,,1,,1,35.697410891236,139.74621032771,
996,E1310100027201,日本歯科大学,東京都千代田区富士見1-9-20,1,,1,,,,,,,35.6978117,139.7457845,
997,E1310100030201,法政大学,東京都千代田区富士見2-15-3,1,,1,,,,,,,35.6960899,139.7430849,
998,E1310100003201,麹町中学校,東京都千代田区平河町2-5-1,1,1,1,1,,,1,,1,35.680571020801,139.7386448783,
999,E1310100002201,番町小学校,東京都千代田区六番町8,1,,1,1,,,1,,1,35.688111802263,139.73407899331,
1000,E1312100001201,東綾瀬団地一帯,東京都足立区綾瀬,,,,1,,1,,,,35.770149,139.833342,
1001,E1312100002201,舎人公園一帯,東京都足立区伊興,,,,1,,1,,,,35.797465,139.770564,
1002,E1312100002203,区立第十四中学校一帯,東京都足立区伊興,,,,1,,1,,,,35.791677,139.788187,
1003,E1312100002202,フレール西新井中央公園一帯,東京都足立区伊興,,,,1,,1,,,,35.787804,139.780476,
1004,E1312100006201,区立北鹿浜小学校一帯,東京都足立区加賀,,,,1,,1,,,,35.785917125836,139.75337653961,
1005,E1312100007202,花畑団地一帯,東京都足立区花畑,,,,1,,1,,,,35.807708,139.811296,
1006,E1312100007201,都営花畑第４アパート一帯,東京都足立区花畑,,,,1,,1,,,,35.810845,139.821911,
1007,E1312100007203,都営保木間第５アパート一帯,東京都足立区花畑,,,,1,,1,,,,35.796657,139.812304,
1008,E1312100011201,宮城ファミリー公園・江南中学校一帯,東京都足立区宮城,,,,1,,1,,,,35.760321,139.753136,
1009,E1312100130201,都立江北高校一帯,東京都足立区弘道,,,,1,,1,,,,35.767219,139.820312,
1010,E1312100015201,江北平成公園一帯,東京都足立区江北,,,,1,,1,,,,35.773311,139.764847,
1011,E1312100015202,江北六丁目団地一帯,東京都足立区江北,,,,1,,1,,,,35.780138,139.767744,
1012,E1312100018201,区立中川北小学校・都営六ツ木町アパート一帯,東京都足立区佐野,,,,1,,1,,,,35.791674913636,139.83783780882,
1013,E1312100137201,荒川南岸・河川敷緑地一帯,東京都足立区小台,,,,1,,1,,,,35.758438,139.797127,
1014,E1312100138201,ハートアイランド新田一帯,東京都足立区新田,,,,1,,1,,,,35.768426,139.747053,
1015,E1312100141201,総合スポーツセンター一帯,東京都足立区西加平,,,,1,,1,,,,35.791916,139.814223,
1016,E1312100142201,区立青井小中学校・都営青井三丁目アパート一帯,東京都足立区青井,,,,1,,1,,,,35.775003,139.819818,
